31.12.2023 05:03:27;Jula;67,33
31.12.2023 05:03:27;Jula;12,51
31.12.2023 05:03:27;Jula;117,24
31.12.2023 05:11:12;Jula;77,00
31.12.2023 05:11:12;Jula;123,94
31.12.2023 05:11:12;Jula;17,33
16.05.2024 05:18:24;Monika;87,33
16.05.2024 05:18:24;Monika;23,66
16.05.2024 05:18:24;Monika;12,73
16.05.2024 12:56:25;Ula;33,44
16.05.2024 12:56:25;Ula;55,66
16.05.2024 12:56:25;Ula;77,88
16.05.2024 12:56:25;Ula;88,99
16.05.2024 12:56:25;Ula;99,00
16.05.2024 13:02:47;Paula;33,56
16.05.2024 13:02:47;Paula;113,34
16.05.2024 13:02:47;Paula;11,87
16.06.2024 13:12:24;Seba;77,23
16.06.2024 13:12:24;Seba;118,41
16.06.2024 13:12:24;Seba;789,22
16.06.2024 13:12:24;Seba;89,28
16.06.2024 13:12:24;Seba;1,89
12.07.2024 13:15:52;Józek;1,28
12.07.2024 13:15:52;Józek;3,26
12.07.2024 13:15:52;Józek;8,15
13.07.2024 13:55:43;Ola;54,23
13.07.2024 13:55:43;Ola;33,89
13.07.2024 13:55:43;Ola;13,15
14.07.2024 16:36:56;Lucek;10,00
14.07.2024 16:36:56;Lucek;21,00
14.07.2024 16:36:56;Lucek;14,23
14.07.2024 16:36:56;Lucek;18,00
15.07.2024 16:40:54;Maciek;33,89
15.07.2024 16:40:54;Maciek;19,99
15.07.2024 16:40:54;Maciek;46,98
16.07.2024 16:55:45;Olek;22,00
16.07.2024 16:55:45;Olek;74,29
16.07.2024 16:55:45;Olek;1,12
16.07.2024 16:58:30;Zuza;66,00
16.07.2024 16:58:30;Zuza;18,12
16.07.2024 16:58:30;Zuza;99,98
16.07.2024 16:59:58;Rychu;11,23
16.07.2024 16:59:58;Rychu;52,89
16.07.2024 16:59:58;Rychu;15,99
16.07.2024 16:59:58;Rychu;2,39
16.07.2024 18:05:42;Ala;142,78
16.07.2024 18:05:42;Ala;22,49
16.07.2024 18:05:42;Ala;18,27
16.07.2024 18:32:54;Quentin;33,00
16.07.2024 18:32:54;Quentin;22,00
16.07.2024 18:32:54;Quentin;44,00
16.07.2024 18:32:54;Quentin;10,00
16.07.2024 18:34:38;Zyga;10,00
16.07.2024 18:34:38;Zyga;17,00
16.07.2024 18:34:38;Zyga;21,30
16.07.2024 18:36:26;Ola;123,45
16.07.2024 18:42:17;Mietek;44,00
16.07.2024 18:42:17;Mietek;19,99
16.07.2024 18:49:38;Tadek;100,00
16.07.2024 18:49:38;Tadek;99,98
16.07.2024 18:49:38;Tadek;12,53
16.07.2024 18:50:34;Edek;22,00
16.07.2024 18:50:34;Edek;76,00
16.07.2024 19:08:11;Ziutek;22,00
16.07.2024 19:08:11;Ziutek;21,00
16.07.2024 19:08:11;Ziutek;23,00
16.07.2024 19:08:11;Ziutek;15,00
16.07.2024 19:10:09;Ziutek;21,00
16.07.2024 19:10:09;Ziutek;1,14
16.07.2024 19:10:09;Ziutek;0,01
16.07.2024 19:31:14;Anna-Maria;34,00
16.07.2024 19:31:14;Anna-Maria;87,00
16.07.2024 19:31:14;Anna-Maria;21,00
16.07.2024 19:35:52;Anna;45,00
16.07.2024 19:47:45;Monty;10,00
16.07.2024 19:47:45;Monty;20,00
16.07.2024 19:47:45;Monty;30,00
16.07.2024 19:58:21;Mikołaj;45,00
16.07.2024 19:58:21;Mikołaj;67,00
16.07.2024 19:58:21;Mikołaj;21,00
16.07.2024 19:59:40;Monster;33,00
16.07.2024 19:59:40;Monster;121,00
16.07.2024 20:06:08;Zyga;34,00
16.07.2024 20:07:13;Mumio;1,00
16.07.2024 20:09:34;Ronaldo;55,55
17.07.2024 02:57:06;Andrzej;11,22
17.07.2024 03:16:22;Marian;10,00
17.07.2024 03:16:22;Marian;20,00
17.07.2024 03:16:22;Marian;30,00
17.07.2024 03:16:22;Marian;40,00
17.07.2024 03:16:22;Marian;50,00
17.07.2024 03:16:22;Marian;60,00
17.07.2024 03:16:22;Marian;70,00
17.07.2024 03:16:22;Marian;80,00
17.07.2024 03:16:22;Marian;90,00
17.07.2024 03:16:22;Marian;100,00
17.07.2024 03:18:44;Mruczek;44,00
17.07.2024 03:18:44;Mruczek;44,00
17.07.2024 03:18:44;Mruczek;44,00
17.07.2024 03:18:44;Mruczek;77,00
17.07.2024 05:24:14;Ola;112,99
17.07.2024 05:24:14;Ola;67,88
17.07.2024 05:24:14;Ola;99,99
17.07.2024 05:24:14;Ola;1,05
17.07.2024 05:27:19;Maciek;42,16
17.07.2024 05:27:19;Maciek;88,37
17.07.2024 05:27:19;Maciek;217,12
17.07.2024 05:27:19;Maciek;62,86
17.07.2024 05:30:47;Ula;12,34
17.07.2024 05:30:47;Ula;54,92
17.07.2024 05:30:47;Ula;1,07
17.07.2024 05:40:31;Józek;22,67
17.07.2024 05:45:10;Olek;34,56
17.07.2024 05:45:10;Olek;97,89
17.07.2024 05:45:10;Olek;18,93
17.07.2024 05:45:10;Olek;22,37
17.07.2024 05:48:48;Paula;77,93
17.07.2024 05:48:48;Paula;112,45
17.07.2024 05:48:48;Paula;3,47
17.07.2024 05:48:48;Paula;5,88
17.07.2024 05:48:48;Paula;15,23
17.07.2024 05:48:48;Paula;26,98
17.07.2024 05:52:06;Monika;234,78
17.07.2024 05:52:06;Monika;138,72
17.07.2024 05:52:06;Monika;99,56
17.07.2024 05:52:06;Monika;47,99
